family,dataset,method,source_method,ARI,ACC,BalancedACC,RareACC,BalancedRareACC,UltraRareACC,Batch correction
Méthodes généralistes,Baron human pancreas,scMAE,scMAE,0.7698534035042929,0.7307737192204458,0.6077221631109196,0.6155268022181146,0.5196274647016386,0.6949152542372882,0.4983273460197106
Méthodes généralistes,Human testis GSE112013,scMAE,scMAE,0.651134476247592,0.7203389830508474,0.731676946453528,0.8470343392299687,0.6566065297592392,0.0,0.6988296443165273
Méthodes généralistes,Kang PBMC,scMAE,scMAE,0.7791335568686983,0.7444019216676167,0.552269191096841,0.215625,0.1709401709401709,0.0432692307692307,0.5612853889732877
Méthodes généralistes,Macaque retina bipolar,scMAE,scMAE,0.8009215039657596,0.8129166391657316,0.7548199390978384,0.9146039603960396,0.7304074139527956,0.0,0.3820249376532039
Méthodes généralistes,Paul15 bone marrow,scMAE,scMAE,0.3855814252211918,0.5113553113553113,0.5512437200023189,0.4335511982570806,0.5825744794449247,0.7419354838709677,
Méthodes généralistes,Tabula Muris liver,scMAE,scMAE,0.4905798474289589,0.60265827212312,0.5178620727682129,0.1300448430493273,0.1933333333333333,,
Méthodes généralistes,BBAG094 Zeisel,scNAME,scNAME,0.6446862569069801,0.7791084497671324,0.7507558898946757,0.8756756756756757,0.6218079539508111,0.7037037037037037,0.3819747280121182
Méthodes généralistes,BBAG094 spleen,scNAME,scNAME,0.6891157731172967,0.8685092127303182,0.888179813188874,0.9130434782608696,0.8744422431641321,0.7857142857142857,0.6748795138601138
Méthodes généralistes,Baron human pancreas,scNAME,scNAME,0.708049479745054,0.7387093009686078,0.6055116704019524,0.8927911275415896,0.5232600421891216,0.4322033898305085,0.493452522405769
Méthodes généralistes,Human testis GSE112013,scNAME,scNAME,0.6310878412219612,0.7086286594761171,0.7232561936980036,0.8345473465140478,0.6471452962062567,0.0,0.6788287964074947
Méthodes généralistes,Kang PBMC,scNAME,scNAME,0.7514762274164204,0.74664115300057,0.4948445956151964,0.003125,0.0023148148148148,0.0,0.5453904486138368
